ltc_depth_time,lastprice
2013-04-17 20:31:24,2.1314475
2013-04-17 20:31:33,2.1314475
2013-04-17 20:31:40,2.1314475
2013-04-17 20:31:41,2.1314475
2013-04-17 20:31:54,2.1314475
2013-04-17 20:31:55,2.1314475
2013-04-17 20:32:02,2.1314475
2013-04-17 20:32:04,2.1314475
2013-04-17 20:32:10,2.1314475
2013-04-17 20:32:12,2.1314475
2013-04-17 20:32:20,2.1314475
2013-04-17 20:32:22,2.1314475
2013-04-17 20:32:23,2.1314475
2013-04-17 20:32:26,2.1314475
2013-04-17 20:32:28,2.1314475
2013-04-17 20:32:35,2.1314475
2013-04-17 20:32:37,2.1314475
2013-04-17 20:32:43,2.1314475
2013-04-17 20:32:50,2.1314475
2013-04-17 20:32:57,2.1314475
2013-04-17 20:33:09,2.1314475
2013-04-17 20:33:16,2.1314475
2013-04-17 20:33:18,2.1314475
2013-04-17 20:33:29,2.1278449999999998
2013-04-17 20:33:42,2.1314475
2013-04-17 20:33:54,2.1314475
2013-04-17 20:34:01,2.1314475
2013-04-17 20:34:14,2.1314475
2013-04-17 20:35:03,2.1314475
2013-04-17 20:35:37,2.13635
2013-04-17 20:35:55,2.13635
2013-04-17 20:35:57,2.13635
2013-04-17 20:36:10,2.13635
2013-04-17 20:36:23,2.13635
2013-04-17 20:36:30,2.13635
2013-04-17 20:36:37,2.13635
2013-04-17 20:36:39,2.13635
2013-04-17 20:36:46,2.13635
2013-04-17 20:36:48,2.13635
2013-04-17 20:37:02,2.13635
2013-04-17 20:37:03,2.13635
2013-04-17 20:37:11,2.1327475
2013-04-17 20:37:13,2.1327475
2013-04-17 20:37:19,2.1327475
2013-04-17 20:37:21,2.1327475
2013-04-17 20:37:27,2.1327475
2013-04-17 20:37:29,2.1327475
2013-04-17 20:37:30,2.1327475
2013-04-17 20:37:32,2.1327974999999997
2013-04-17 20:37:34,2.1327475
2013-04-17 20:37:42,2.1374500000000003
2013-04-17 20:37:44,2.1374500000000003
2013-04-17 20:37:46,2.1374500000000003
2013-04-17 20:37:57,2.1374500000000003
2013-04-17 20:38:04,2.1374500000000003
2013-04-17 20:38:22,2.1374500000000003
2013-04-17 20:38:23,2.1374500000000003
2013-04-17 20:38:30,2.1374500000000003
2013-04-17 20:38:43,2.1374500000000003
2013-04-17 20:39:00,2.1374500000000003
2013-04-17 20:39:07,2.1374500000000003
2013-04-17 20:39:20,2.1327475
2013-04-17 20:40:24,2.1326475
2013-04-17 20:41:07,2.1371
2013-04-17 20:41:15,2.1371
2013-04-17 20:41:33,2.13735
2013-04-17 20:41:41,2.13735
2013-04-17 20:41:42,2.13735
2013-04-17 20:41:49,2.13735
2013-04-17 20:41:50,2.1372
2013-04-17 20:42:08,2.13715
2013-04-17 20:42:10,2.13715
2013-04-17 20:42:17,2.13715
2013-04-17 20:42:19,2.13715
2013-04-17 20:42:21,2.13715
2013-04-17 20:42:28,2.13715
2013-04-17 20:42:35,2.1326475
2013-04-17 20:42:37,2.1326475
2013-04-17 20:42:38,2.1326475
2013-04-17 20:42:40,2.1326475
2013-04-17 20:42:41,2.1326475
2013-04-17 20:42:49,2.1282449999999997
2013-04-17 20:42:51,2.1282449999999997
2013-04-17 20:42:58,2.1282449999999997
2013-04-17 20:43:05,2.1282449999999997
2013-04-17 20:43:07,2.1274945
2013-04-17 20:43:24,2.1279950000000003
2013-04-17 20:43:31,2.1279950000000003
2013-04-17 20:43:38,2.1279950000000003
2013-04-17 20:43:50,2.1326475
2013-04-17 20:44:09,2.1323974999999997
2013-04-17 20:44:17,2.128045
2013-04-17 20:44:24,2.128045
2013-04-17 20:46:04,2.092455
2013-04-17 20:46:10,2.0850049999999998
2013-04-17 20:46:17,2.0811
2013-04-17 20:46:36,2.074952
2013-04-17 20:46:43,2.0694369999999997
2013-04-17 20:46:51,2.0558915
2013-04-17 20:46:53,2.0558915
2013-04-17 20:46:54,2.0558915
2013-04-17 20:47:12,2.0555415
2013-04-17 20:47:13,2.055541
2013-04-17 20:47:20,2.054791
2013-04-17 20:47:21,2.0395440000000002
2013-04-17 20:47:29,2.044
2013-04-17 20:47:35,2.0356245
2013-04-17 20:47:43,2.0356245
2013-04-17 20:47:45,2.035625
2013-04-17 20:47:46,2.0356750000000003
2013-04-17 20:47:49,2.0356750000000003
2013-04-17 20:47:50,2.0356750000000003
2013-04-17 20:47:52,2.0356750000000003
2013-04-17 20:47:59,2.050841
2013-04-17 20:48:01,2.050841
2013-04-17 20:48:14,2.055741
2013-04-17 20:48:16,2.055741
2013-04-17 20:48:29,2.0617330000000003
2013-04-17 20:48:36,2.0654285000000003
2013-04-17 20:48:43,2.0653785
2013-04-17 20:49:02,2.0653785
2013-04-17 20:49:14,2.0357250000000002
2013-04-17 20:49:20,2.0357250000000002
2013-04-17 20:49:27,2.0356755
2013-04-17 20:49:50,2.04
2013-04-17 20:51:10,2.030005
2013-04-17 20:51:17,2.034955
2013-04-17 20:51:24,2.0229999999999997
2013-04-17 20:51:37,2.0204649999999997
2013-04-17 20:51:50,2.0209099999999998
2013-04-17 20:51:56,2.02151
2013-04-17 20:51:58,2.02151
2013-04-17 20:52:00,2.02151
2013-04-17 20:52:09,2.0179400000000003
2013-04-17 20:52:16,2.0163900000000003
2013-04-17 20:52:23,2.0163900000000003
2013-04-17 20:52:25,2.0163900000000003
2013-04-17 20:52:26,2.0163900000000003
2013-04-17 20:52:33,2.0206
2013-04-17 20:52:39,2.0245499999999996
2013-04-17 20:52:46,2.0244995
2013-04-17 20:52:53,2.0245499999999996
2013-04-17 20:52:54,2.0244995
2013-04-17 20:52:56,2.0164400000000002
2013-04-17 20:52:58,2.0164400000000002
2013-04-17 20:52:59,2.0164400000000002
2013-04-17 20:53:01,2.0164400000000002
2013-04-17 20:53:09,2.0245499999999996
2013-04-17 20:53:22,2.02455
2013-04-17 20:53:28,2.0245800000000003
2013-04-17 20:53:35,2.0245800000000003
2013-04-17 20:53:41,2.02418
2013-04-17 20:53:48,2.0244999999999997
2013-04-17 20:54:05,2.025
2013-04-17 20:54:06,2.025
2013-04-17 20:54:24,2.030005
2013-04-17 20:54:26,2.030005
2013-04-17 20:54:33,2.030005
2013-04-17 20:55:21,2.0456915
2013-04-17 20:56:15,2.061278
2013-04-17 20:56:29,2.0653870000000003
2013-04-17 20:56:36,2.0683499999999997
2013-04-17 20:56:49,2.0683499999999997
2013-04-17 20:56:56,2.0778305
2013-04-17 20:57:03,2.068402
2013-04-17 20:57:04,2.074952
2013-04-17 20:57:06,2.0777825
2013-04-17 20:57:13,2.0814304999999997
2013-04-17 20:57:19,2.0900049999999997
2013-04-17 20:57:33,2.0861
2013-04-17 20:57:34,2.0861
2013-04-17 20:57:42,2.0900049999999997
2013-04-17 20:57:43,2.0900049999999997
2013-04-17 20:57:51,2.0900049999999997
2013-04-17 20:57:58,2.0945695
2013-04-17 20:58:00,2.0945695
2013-04-17 20:58:01,2.0945695
2013-04-17 20:58:02,2.0945695
2013-04-17 20:58:04,2.0945695
2013-04-17 20:58:11,2.0945695
2013-04-17 20:58:25,2.075705
2013-04-17 20:58:33,2.0814304999999997
2013-04-17 20:58:40,2.0813805
2013-04-17 20:58:46,2.0710805
2013-04-17 20:58:53,2.0710805
2013-04-17 20:59:07,2.0710805
2013-04-17 20:59:13,2.0710805
2013-04-17 20:59:27,2.080611
2013-04-17 20:59:35,2.0711304999999998
2013-04-17 20:59:47,2.0711304999999998
2013-04-17 21:00:46,2.061278
2013-04-17 21:01:25,2.0507215
2013-04-17 21:01:38,2.070717
2013-04-17 21:01:59,2.0507714999999997
2013-04-17 21:02:00,2.0507714999999997
2013-04-17 21:02:07,2.0602145
2013-04-17 21:02:15,2.070666
2013-04-17 21:02:17,2.070666
2013-04-17 21:02:24,2.0707165
2013-04-17 21:02:38,2.0706664999999997
2013-04-17 21:02:39,2.0706670000000003
2013-04-17 21:02:46,2.0706670000000003
2013-04-17 21:02:47,2.0706670000000003
2013-04-17 21:02:49,2.070717
2013-04-17 21:02:56,2.0725795
2013-04-17 21:03:02,2.0725795
2013-04-17 21:03:04,2.0726295
2013-04-17 21:03:05,2.0726295
2013-04-17 21:03:07,2.0729295
2013-04-17 21:03:08,2.0729295
2013-04-17 21:03:15,2.0729295
2013-04-17 21:03:16,2.0729295
2013-04-17 21:03:23,2.0798794999999997
2013-04-17 21:03:29,2.0729295
2013-04-17 21:03:47,2.0729794999999998
2013-04-17 21:03:49,2.0729295
2013-04-17 21:03:57,2.0729794999999998
2013-04-17 21:03:59,2.0730294999999996
2013-04-17 21:04:10,2.0734295
2013-04-17 21:04:18,2.0730500000000003
2013-04-17 21:04:29,2.0730500000000003
2013-04-17 21:04:37,2.0730500000000003
2013-04-17 21:04:55,2.0734295
2013-04-17 21:05:38,2.0600825
2013-04-17 21:06:06,2.071212
2013-04-17 21:06:24,2.0715320000000004
2013-04-17 21:06:42,2.071532
2013-04-17 21:06:45,2.071532
2013-04-17 21:06:58,2.0715320000000004
2013-04-17 21:07:05,2.0715820000000003
2013-04-17 21:07:12,2.071632
2013-04-17 21:07:14,2.071632
2013-04-17 21:07:20,2.071632
2013-04-17 21:07:28,2.071732
2013-04-17 21:07:36,2.071182
2013-04-17 21:07:42,2.071182
2013-04-17 21:07:45,2.071182
2013-04-17 21:07:51,2.0711820000000003
2013-04-17 21:07:53,2.0711820000000003
2013-04-17 21:08:01,2.0711820000000003
2013-04-17 21:08:07,2.071182
2013-04-17 21:08:10,2.071182
2013-04-17 21:08:12,2.071182
2013-04-17 21:08:13,2.071182
2013-04-17 21:08:15,2.071182
2013-04-17 21:08:24,2.071332
2013-04-17 21:08:25,2.071282
2013-04-17 21:08:27,2.071282
2013-04-17 21:08:34,2.071282
2013-04-17 21:08:45,2.071282
2013-04-17 21:08:52,2.078649
2013-04-17 21:09:00,2.071382
2013-04-17 21:09:01,2.071932
2013-04-17 21:09:13,2.071382
2013-04-17 21:09:31,2.072032
2013-04-17 21:09:39,2.072082
2013-04-17 21:09:41,2.072132
2013-04-17 21:09:57,2.072132
2013-04-17 21:11:28,2.0751805
2013-04-17 21:11:34,2.0751805
2013-04-17 21:11:47,2.0751805
2013-04-17 21:11:54,2.080011
2013-04-17 21:12:11,2.04601
2013-04-17 21:12:12,2.04601
2013-04-17 21:12:24,2.04601
2013-04-17 21:12:26,2.04601
2013-04-17 21:12:27,2.04601
2013-04-17 21:12:34,2.0460105
2013-04-17 21:12:41,2.0460105
2013-04-17 21:12:48,2.0460105
2013-04-17 21:12:49,2.04601
2013-04-17 21:12:56,2.04601
2013-04-17 21:12:58,2.04601
2013-04-17 21:13:05,2.04601
2013-04-17 21:13:12,2.04601
2013-04-17 21:13:13,2.0599999999999996
2013-04-17 21:13:20,2.0599999999999996
2013-04-17 21:13:22,2.0599999999999996
2013-04-17 21:13:24,2.0599999999999996
2013-04-17 21:13:31,2.06005
2013-04-17 21:13:34,2.06005
2013-04-17 21:13:40,2.06005
2013-04-17 21:13:53,2.06005
2013-04-17 21:13:55,2.06005
2013-04-17 21:14:06,2.0600505
2013-04-17 21:14:08,2.0600505
2013-04-17 21:14:21,2.0600505
2013-04-17 21:14:22,2.060051
2013-04-17 21:14:45,2.0600509999999996
2013-04-17 21:14:47,2.0697
2013-04-17 21:14:54,2.0698499999999997
2013-04-17 21:15:45,2.06995
2013-04-17 21:16:33,2.0798805
2013-04-17 21:16:40,2.07495
2013-04-17 21:16:53,2.0799304999999997
2013-04-17 21:16:59,2.0799304999999997
2013-04-17 21:17:16,2.0751805
2013-04-17 21:17:22,2.0751805
2013-04-17 21:17:29,2.0751805
2013-04-17 21:17:31,2.0752805
2013-04-17 21:17:39,2.0752805
2013-04-17 21:17:47,2.0752805
2013-04-17 21:17:48,2.0752805
2013-04-17 21:17:55,2.0753304999999997
2013-04-17 21:18:02,2.0752805
